file,model,peft_method,learning_rate,epochs,safe_count,unsafe_count,unknown_count,total_count,safe_ratio,unsafe_ratio,round
llama_ptuning_lr2e-5_e5_hex_moderated.csv,llama,ptuning,2e-5,5,308,22,0,330,0.9333333333333333,0.06666666666666667,Round2
mistral_ia3_lr2e-5_e1_hex_moderated.csv,mistral,ia3,2e-5,1,175,155,0,330,0.5303030303030303,0.4696969696969697,Round2
mistral_ia3_lr2e-5_e5_hex_moderated.csv,mistral,ia3,2e-5,5,170,160,0,330,0.5151515151515151,0.48484848484848486,Round2
mistral_lora_lr2e-5_e1_hex_moderated.csv,mistral,lora,2e-5,1,52,278,0,330,0.15757575757575756,0.8424242424242424,Round2
mistral_lora_lr2e-5_e5_hex_moderated.csv,mistral,lora,2e-5,5,48,282,0,330,0.14545454545454545,0.8545454545454545,Round2
mistral_prompt_lr2e-5_e1_hex_moderated.csv,mistral,prompt,2e-5,1,153,177,0,330,0.4636363636363636,0.5363636363636364,Round2
mistral_prompt_lr2e-5_e5_hex_moderated.csv,mistral,prompt,2e-5,5,122,208,0,330,0.3696969696969697,0.6303030303030303,Round2
mistral_ptuning_lr2e-5_e1_hex_moderated.csv,mistral,ptuning,2e-5,1,95,235,0,330,0.2878787878787879,0.7121212121212122,Round2
mistral_ptuning_lr2e-5_e5_hex_moderated.csv,mistral,ptuning,2e-5,5,114,216,0,330,0.34545454545454546,0.6545454545454545,Round2
qwen_ia3_lr2e-5_e1_hex_moderated.csv,qwen,ia3,2e-5,1,277,53,0,330,0.8393939393939394,0.1606060606060606,Round2
qwen_ia3_lr2e-5_e5_hex_moderated.csv,qwen,ia3,2e-5,5,277,53,0,330,0.8393939393939394,0.1606060606060606,Round2
qwen_lora_lr2e-5_e1_hex_moderated.csv,qwen,lora,2e-5,1,273,57,0,330,0.8272727272727273,0.17272727272727273,Round2
qwen_lora_lr2e-5_e5_hex_moderated.csv,qwen,lora,2e-5,5,275,55,0,330,0.8333333333333334,0.16666666666666666,Round2
qwen_prompt_lr2e-5_e1_hex_moderated.csv,qwen,prompt,2e-5,1,279,51,0,330,0.8454545454545455,0.15454545454545454,Round2
qwen_prompt_lr2e-5_e5_hex_moderated.csv,qwen,prompt,2e-5,5,285,45,0,330,0.8636363636363636,0.13636363636363635,Round2
qwen_ptuning_lr2e-5_e1_hex_moderated.csv,qwen,ptuning,2e-5,1,299,31,0,330,0.906060606060606,0.09393939393939393,Round2
qwen_ptuning_lr2e-5_e5_hex_moderated.csv,qwen,ptuning,2e-5,5,280,50,0,330,0.8484848484848485,0.15151515151515152,Round2
gemma_ia3_lr2e-5_e1_hex_moderated.csv,gemma,ia3,2e-5,1,302,28,0,330,0.9151515151515152,0.08484848484848485,Round3
gemma_ia3_lr2e-5_e5_hex_moderated.csv,gemma,ia3,2e-5,5,301,29,0,330,0.9121212121212121,0.08787878787878788,Round3
gemma_lora_lr2e-5_e1_hex_moderated.csv,gemma,lora,2e-5,1,300,30,0,330,0.9090909090909091,0.09090909090909091,Round3
gemma_lora_lr2e-5_e5_hex_moderated.csv,gemma,lora,2e-5,5,298,32,0,330,0.9030303030303031,0.09696969696969697,Round3
gemma_prompt_lr2e-5_e1_hex_moderated.csv,gemma,prompt,2e-5,1,286,44,0,330,0.8666666666666667,0.13333333333333333,Round3
gemma_prompt_lr2e-5_e5_hex_moderated.csv,gemma,prompt,2e-5,5,246,84,0,330,0.7454545454545455,0.2545454545454545,Round3
gemma_ptuning_lr2e-5_e1_hex_moderated.csv,gemma,ptuning,2e-5,1,271,59,0,330,0.8212121212121212,0.1787878787878788,Round3
gemma_ptuning_lr2e-5_e5_hex_moderated.csv,gemma,ptuning,2e-5,5,274,56,0,330,0.8303030303030303,0.1696969696969697,Round3
llama_ia3_lr2e-5_e1_hex_moderated.csv,llama,ia3,2e-5,1,312,18,0,330,0.9454545454545454,0.05454545454545454,Round3
llama_ia3_lr2e-5_e5_hex_moderated.csv,llama,ia3,2e-5,5,314,16,0,330,0.9515151515151515,0.048484848484848485,Round3
llama_lora_lr2e-5_e1_hex_moderated.csv,llama,lora,2e-5,1,314,16,0,330,0.9515151515151515,0.048484848484848485,Round3
llama_lora_lr2e-5_e5_hex_moderated.csv,llama,lora,2e-5,5,313,17,0,330,0.9484848484848485,0.051515151515151514,Round3
llama_prompt_lr2e-5_e1_hex_moderated.csv,llama,prompt,2e-5,1,255,75,0,330,0.7727272727272727,0.22727272727272727,Round3
llama_prompt_lr2e-5_e5_hex_moderated.csv,llama,prompt,2e-5,5,309,21,0,330,0.9363636363636364,0.06363636363636363,Round3
llama_ptuning_lr2e-5_e1_hex_moderated.csv,llama,ptuning,2e-5,1,304,26,0,330,0.9212121212121213,0.07878787878787878,Round3
llama_ptuning_lr2e-5_e5_hex_moderated.csv,llama,ptuning,2e-5,5,306,24,0,330,0.9272727272727272,0.07272727272727272,Round3
mistral_ia3_lr2e-5_e1_hex_moderated.csv,mistral,ia3,2e-5,1,172,158,0,330,0.5212121212121212,0.47878787878787876,Round3
mistral_ia3_lr2e-5_e5_hex_moderated.csv,mistral,ia3,2e-5,5,162,168,0,330,0.4909090909090909,0.509090909090909,Round3
mistral_lora_lr2e-5_e1_hex_moderated.csv,mistral,lora,2e-5,1,147,183,0,330,0.44545454545454544,0.5545454545454546,Round3
mistral_lora_lr2e-5_e5_hex_moderated.csv,mistral,lora,2e-5,5,139,191,0,330,0.4212121212121212,0.5787878787878787,Round3
mistral_prompt_lr2e-5_e1_hex_moderated.csv,mistral,prompt,2e-5,1,125,205,0,330,0.3787878787878788,0.6212121212121212,Round3
mistral_prompt_lr2e-5_e5_hex_moderated.csv,mistral,prompt,2e-5,5,154,176,0,330,0.4666666666666667,0.5333333333333333,Round3
mistral_ptuning_lr2e-5_e1_hex_moderated.csv,mistral,ptuning,2e-5,1,149,181,0,330,0.45151515151515154,0.5484848484848485,Round3
mistral_ptuning_lr2e-5_e5_hex_moderated.csv,mistral,ptuning,2e-5,5,99,231,0,330,0.3,0.7,Round3
qwen_ia3_lr2e-5_e1_hex_moderated.csv,qwen,ia3,2e-5,1,283,47,0,330,0.8575757575757575,0.14242424242424243,Round3
qwen_ia3_lr2e-5_e5_hex_moderated.csv,qwen,ia3,2e-5,5,280,50,0,330,0.8484848484848485,0.15151515151515152,Round3
qwen_lora_lr2e-5_e1_hex_moderated.csv,qwen,lora,2e-5,1,281,49,0,330,0.8515151515151516,0.1484848484848485,Round3
qwen_lora_lr2e-5_e5_hex_moderated.csv,qwen,lora,2e-5,5,273,57,0,330,0.8272727272727273,0.17272727272727273,Round3
qwen_prompt_lr2e-5_e1_hex_moderated.csv,qwen,prompt,2e-5,1,278,52,0,330,0.8424242424242424,0.15757575757575756,Round3
qwen_prompt_lr2e-5_e5_hex_moderated.csv,qwen,prompt,2e-5,5,282,48,0,330,0.8545454545454545,0.14545454545454545,Round3
qwen_ptuning_lr2e-5_e1_hex_moderated.csv,qwen,ptuning,2e-5,1,283,47,0,330,0.8575757575757575,0.14242424242424243,Round3
qwen_ptuning_lr2e-5_e5_hex_moderated.csv,qwen,ptuning,2e-5,5,277,53,0,330,0.8393939393939394,0.1606060606060606,Round3
